myPath5
348
0.000, 0.000, 0.005, 0.466, 0, 0.000
0.000, 0.000, 0.009, 0.466, 0, 0.010
0.000, 0.000, 0.021, 1.166, 0, 0.020
0.001, 0.000, 0.037, 1.632, 0, 0.030
0.001, 0.000, 0.058, 2.098, 0, 0.040
0.002, 0.000, 0.084, 2.564, 0, 0.050
0.003, 0.000, 0.114, 3.030, 0, 0.060
0.005, 0.000, 0.149, 3.497, 0, 0.070
0.007, 0.000, 0.189, 3.963, 0, 0.080
0.009, 0.000, 0.233, 4.429, 0, 0.090
0.012, 0.000, 0.282, 4.895, 0, 0.100
0.015, 0.000, 0.336, 5.361, 0, 0.110
0.019, 0.000, 0.394, 5.828, 0, 0.120
0.024, 0.000, 0.457, 6.294, 0, 0.130
0.029, 0.000, 0.524, 6.760, 0, 0.140
0.035, 0.000, 0.594, 6.993, 0, 0.150
0.041, 0.000, 0.664, 6.993, 0, 0.160
0.049, 0.000, 0.734, 6.993, 0, 0.170
0.057, 0.000, 0.804, 6.993, 0, 0.180
0.066, 0.000, 0.874, 6.993, 0, 0.190
0.075, 0.000, 0.944, 6.993, 0, 0.200
0.085, 0.000, 1.014, 6.993, 0, 0.210
0.096, 0.000, 1.084, 6.993, 0, 0.220
0.108, 0.000, 1.154, 6.993, 0, 0.230
0.120, 0.000, 1.224, 6.993, 0, 0.240
0.133, 0.000, 1.294, 6.993, 0, 0.250
0.146, 0.000, 1.364, 6.993, 0, 0.260
0.161, 0.000, 1.434, 6.993, 0, 0.270
0.176, 0.000, 1.503, 6.993, 0, 0.280
0.191, 0.000, 1.573, 6.993, 0, 0.290
0.208, 0.000, 1.643, 6.993, 0, 0.300
0.225, 0.000, 1.713, 6.993, 0, 0.310
0.243, 0.000, 1.783, 6.993, 0, 0.320
0.261, 0.000, 1.853, 6.993, 0, 0.330
0.281, 0.000, 1.923, 6.993, 0, 0.340
0.301, 0.000, 1.993, 6.993, 0, 0.350
0.321, 0.000, 2.063, 6.993, 0, 0.360
0.343, 0.000, 2.133, 6.993, 0, 0.370
0.365, 0.000, 2.203, 6.993, 0, 0.380
0.387, 0.000, 2.273, 6.993, 0, 0.390
0.411, 0.000, 2.343, 6.993, 0, 0.400
0.435, 0.000, 2.413, 6.993, 0, 0.410
0.460, 0.000, 2.483, 6.993, 0, 0.420
0.485, 0.000, 2.552, 6.993, 0, 0.430
0.511, 0.000, 2.622, 6.993, 0, 0.440
0.538, 0.000, 2.692, 6.993, 0, 0.450
0.566, 0.000, 2.762, 6.993, 0, 0.460
0.594, 0.000, 2.832, 6.993, 0, 0.470
0.623, 0.000, 2.902, 6.993, 0, 0.480
0.653, 0.000, 2.972, 6.993, 0, 0.490
0.683, 0.000, 3.042, 6.993, 0, 0.500
0.715, 0.000, 3.112, 6.993, 0, 0.510
0.746, 0.000, 3.182, 6.993, 0, 0.520
0.779, 0.000, 3.252, 6.993, 0, 0.530
0.812, 0.000, 3.322, 6.993, 0, 0.540
0.846, 0.000, 3.392, 6.993, 0, 0.550
0.881, 0.000, 3.462, 6.993, 0, 0.560
0.916, 0.000, 3.531, 6.993, 0, 0.570
0.952, 0.000, 3.601, 6.993, 0, 0.580
0.989, 0.000, 3.671, 6.993, 0, 0.590
1.026, 0.000, 3.741, 6.993, 0, 0.600
1.064, 0.000, 3.811, 6.993, 0, 0.610
1.103, 0.000, 3.881, 6.993, 0, 0.620
1.143, 0.000, 3.951, 6.993, 0, 0.630
1.183, 0.000, 4.021, 6.993, 0, 0.640
1.224, 0.000, 4.091, 6.993, 0, 0.650
1.265, 0.000, 4.161, 6.993, 0, 0.660
1.308, 0.000, 4.231, 6.993, 0, 0.670
1.351, 0.000, 4.301, 6.993, 0, 0.680
1.394, 0.000, 4.371, 6.993, 0, 0.690
1.439, 0.000, 4.441, 6.993, 0, 0.700
