myPath2
303
0.000, 0.000, 0.005, 0.500, 0, 0.000
0.000, 0.000, 0.010, 0.500, 0, 0.010
0.000, 0.000, 0.023, 1.250, 0, 0.020
0.001, 0.000, 0.040, 1.750, 0, 0.030
0.001, 0.000, 0.062, 2.250, 0, 0.040
0.002, 0.000, 0.090, 2.750, 0, 0.050
0.003, 0.000, 0.122, 3.250, 0, 0.060
0.005, 0.000, 0.160, 3.750, 0, 0.070
0.007, 0.000, 0.202, 4.250, 0, 0.080
0.010, 0.000, 0.250, 4.750, 0, 0.090
0.013, 0.000, 0.302, 5.250, 0, 0.100
0.016, 0.000, 0.360, 5.750, 0, 0.110
0.020, 0.000, 0.422, 6.250, 0, 0.120
0.025, 0.000, 0.490, 6.750, 0, 0.130
0.031, 0.000, 0.563, 7.250, 0, 0.140
0.037, 0.000, 0.640, 7.750, 0, 0.150
0.045, 0.000, 0.720, 8.000, 0, 0.160
0.053, 0.000, 0.800, 8.000, 0, 0.170
0.061, 0.000, 0.880, 8.000, 0, 0.180
0.071, 0.000, 0.960, 8.000, 0, 0.190
0.081, 0.000, 1.040, 8.000, 0, 0.200
0.093, 0.000, 1.120, 8.000, 0, 0.210
0.105, 0.000, 1.200, 8.000, 0, 0.220
0.117, 0.000, 1.280, 8.000, 0, 0.230
0.131, 0.000, 1.360, 8.000, 0, 0.240
0.145, 0.000, 1.440, 8.000, 0, 0.250
0.161, 0.000, 1.520, 8.000, 0, 0.260
0.177, 0.000, 1.600, 8.000, 0, 0.270
0.193, 0.000, 1.680, 8.000, 0, 0.280
0.211, 0.000, 1.760, 8.000, 0, 0.290
0.229, 0.000, 1.840, 8.000, 0, 0.300
0.249, 0.000, 1.920, 8.000, 0, 0.310
0.269, 0.000, 2.000, 8.000, 0, 0.320
0.289, 0.000, 2.080, 8.000, 0, 0.330
0.311, 0.000, 2.160, 8.000, 0, 0.340
0.333, 0.000, 2.240, 8.000, 0, 0.350
0.357, 0.000, 2.320, 8.000, 0, 0.360
0.381, 0.000, 2.400, 8.000, 0, 0.370
0.405, 0.000, 2.480, 8.000, 0, 0.380
0.431, 0.000, 2.560, 8.000, 0, 0.390
0.457, 0.000, 2.640, 8.000, 0, 0.400
0.485, 0.000, 2.720, 8.000, 0, 0.410
0.513, 0.000, 2.800, 8.000, 0, 0.420
0.541, 0.000, 2.880, 8.000, 0, 0.430
0.571, 0.000, 2.960, 8.000, 0, 0.440
0.601, 0.000, 3.040, 8.000, 0, 0.450
0.633, 0.000, 3.120, 8.000, 0, 0.460
0.665, 0.000, 3.200, 8.000, 0, 0.470
0.697, 0.000, 3.280, 8.000, 0, 0.480
0.731, 0.000, 3.360, 8.000, 0, 0.490
0.765, 0.000, 3.440, 8.000, 0, 0.500
0.801, 0.000, 3.520, 8.000, 0, 0.510
0.837, 0.000, 3.600, 8.000, 0, 0.520
0.873, 0.000, 3.680, 8.000, 0, 0.530
0.911, 0.000, 3.760, 8.000, 0, 0.540
0.949, 0.000, 3.840, 8.000, 0, 0.550
0.989, 0.000, 3.920, 8.000, 0, 0.560
1.029, 0.000, 4.000, 8.000, 0, 0.570
1.069, 0.000, 4.080, 8.000, 0, 0.580
1.111, 0.000, 4.160, 8.000, 0, 0.590
1.153, 0.000, 4.240, 8.000, 0, 0.600
1.197, 0.000, 4.320, 8.000, 0, 0.610
1.241, 0.000, 4.400, 8.000, 0, 0.620
1.285, 0.000, 4.480, 8.000, 0, 0.630
1.331, 0.000, 4.560, 8.000, 0, 0.640
1.377, 0.000, 4.640, 8.000, 0, 0.650
1.425, 0.000, 4.720, 8.000, 0, 0.660
1.473, 0.000, 4.800, 8.000, 0, 0.670
1.521, 0.000, 4.880, 8.000, 0, 0.680
1.571, 0.000, 4.960, 8.000, 0, 0.690
1.621, 0.000, 5.040, 8.000, 0, 0.700
1.673, 0.000, 5.120, 8.000, 0, 0.710
1.725, 0.000, 5.200, 8.000, 0, 0.720
1.777, 0.000, 5.280, 8.000, 0, 0.730
1.831, 0.000, 5.360, 8.000, 0, 0.740
1.885, 0.000, 5.440, 8.000, 0, 0.750
1.941, 0.000, 5.520, 8.000, 0, 0.760
1.997, 0.000, 5.600, 8.000, 0, 0.770
2.053, 0.000, 5.680, 8.000, 0, 0.780
2.111, 0.000, 5.760, 8.000, 0, 0.790
2.169, 0.000, 5.840, 8.000, 0, 0.800
2.229, 0.000, 5.920, 8.000, 0, 0.810
2.289, 0.000, 6.000, 8.000, 0, 0.820
2.349, 0.000, 6.080, 8.000, 0, 0.830
2.411, 0.000, 6.160, 8.000, 0, 0.840
2.473, 0.000, 6.240, 8.000, 0, 0.850
2.537, 0.000, 6.320, 8.000, 0, 0.860
2.601, 0.000, 6.400, 8.000, 0, 0.870
2.665, 0.000, 6.480, 8.000, 0, 0.880
2.731, 0.000, 6.560, 8.000, 0, 0.890
2.797, 0.000, 6.640, 8.000, 0, 0.900
2.865, 0.000, 6.720, 8.000, 0, 0.910
2.933, 0.000, 6.800, 8.000, 0, 0.920
3.001, 0.000, 6.880, 8.000, 0, 0.930
3.071, 0.000, 6.960, 8.000, 0, 0.940
3.141, 0.000, 7.040, 8.000, 0, 0.950
3.213, 0.000, 7.120, 8.000, 0, 0.960
3.285, 0.000, 7.200, 8.000, 0, 0.970
